,ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,Approval,Reason
938,939,7506.0,283.0,468.0,422.0,474595.0,128140.65,346454.35,2304.97,700,No,"DTI is high, should be 43 or less prefereably less than 28%"
939,940,4573.0,263.0,493.0,373.0,419813.0,113349.51,306463.49,1463.1,795,No,"DTI is high, should be 43 or less prefereably less than 28%"
940,941,7308.0,271.0,354.0,207.0,340018.0,85004.5,255013.5,1075.15,840,Yes,You pass all criteria
941,942,3087.0,261.0,354.0,398.0,377307.0,109419.03,267887.97,1965.67,511,No,"Credit Score is too low, should be 640 or above"
942,943,8679.0,269.0,362.0,255.0,464629.0,106864.67,357764.33,2380.22,648,Yes,You pass all criteria
943,944,4847.0,209.0,416.0,270.0,233471.0,11673.55,221797.45,1329.79,679,No,"DTI is high, should be 43 or less prefereably less than 28%"
944,945,2816.0,499.0,491.0,275.0,232936.0,58234.0,174702.0,1281.9,523,No,"Credit Score is too low, should be 640 or above"
945,946,5656.0,225.0,376.0,449.0,426128.0,115054.56,311073.44,1669.91,740,No,"DTI is high, should be 43 or less prefereably less than 28%"
946,947,5572.0,277.0,457.0,210.0,466253.0,27975.18,438277.82,2092.41,782,No,"DTI is high, should be 43 or less prefereably less than 28%"
947,948,3878.0,410.0,407.0,306.0,361590.0,75933.9,285656.1,1533.46,705,No,"DTI is high, should be 43 or less prefereably less than 28%"
948,949,8004.0,247.0,440.0,245.0,361164.0,39728.04,321435.96,2358.58,538,No,"Credit Score is too low, should be 640 or above"
949,950,3122.0,239.0,475.0,380.0,318120.0,41355.6,276764.4,2030.8,539,No,"Credit Score is too low, should be 640 or above"
950,951,4938.0,439.0,366.0,230.0,469118.0,89132.42,379985.58,2278.21,664,No,"DTI is high, should be 43 or less prefereably less than 28%"
951,952,4682.0,383.0,474.0,286.0,493313.0,123328.25,369984.75,2714.82,544,No,"Credit Score is too low, should be 640 or above"
952,953,9403.0,363.0,429.0,323.0,483114.0,140103.06,343010.94,1446.15,838,Yes,You pass all criteria
953,954,6740.0,329.0,483.0,416.0,267853.0,13392.65,254460.35,1214.83,787,No,"DTI is high, should be 43 or less prefereably less than 28%"
954,955,3160.0,437.0,484.0,345.0,492447.0,137885.16,354561.84,2358.91,615,No,"Credit Score is too low, should be 640 or above"
955,956,7385.0,210.0,466.0,289.0,296603.0,47456.48,249146.52,1493.76,673,No,"DTI is high, should be 43 or less prefereably less than 28%"
956,957,6174.0,284.0,497.0,299.0,356615.0,53492.25,303122.75,2016.68,604,No,"Credit Score is too low, should be 640 or above"
957,958,3632.0,332.0,465.0,329.0,388629.0,19431.45,369197.55,2709.04,559,No,"Credit Score is too low, should be 640 or above"
958,959,8910.0,237.0,428.0,381.0,394926.0,86883.72,308042.28,1298.72,805,Yes,You pass all criteria
959,960,2090.0,403.0,389.0,285.0,402055.0,36184.95,365870.05,2684.62,545,No,"Credit Score is too low, should be 640 or above"
960,961,4399.0,400.0,405.0,224.0,430751.0,51690.12,379060.88,1598.14,813,No,"DTI is high, should be 43 or less prefereably less than 28%"
961,962,4196.0,435.0,353.0,227.0,465327.0,79105.59,386221.41,2315.59,691,No,"DTI is high, should be 43 or less prefereably less than 28%"
962,963,9891.0,354.0,361.0,436.0,347310.0,79881.3,267428.7,1779.21,607,No,"Credit Score is too low, should be 640 or above"
963,964,2531.0,256.0,443.0,382.0,253480.0,12674.0,240806.0,1602.09,646,No,"DTI is high, should be 43 or less prefereably less than 28%"
964,965,3887.0,318.0,438.0,382.0,252085.0,42854.45,209230.55,1123.19,748,No,"DTI is high, should be 43 or less prefereably less than 28%"
965,966,7771.0,258.0,380.0,346.0,246702.0,71543.58,175158.42,1165.33,641,Yes,You pass all criteria
966,967,2439.0,446.0,374.0,398.0,475750.0,109422.5,366327.5,2687.98,515,No,"Credit Score is too low, should be 640 or above"
967,968,6140.0,343.0,443.0,261.0,342263.0,88988.38,253274.62,1685.04,631,No,"Credit Score is too low, should be 640 or above"
968,969,3181.0,344.0,440.0,242.0,417900.0,108654.0,309246.0,1660.1,732,No,"DTI is high, should be 43 or less prefereably less than 28%"
969,970,6279.0,365.0,390.0,304.0,321096.0,89906.88,231189.12,1241.07,740,Yes,You pass all criteria
970,971,9805.0,356.0,399.0,204.0,346666.0,51999.9,294666.1,1581.83,705,No,"DTI is high, should be 43 or less prefereably less than 28%"
971,972,2783.0,482.0,416.0,421.0,396897.0,79379.4,317517.6,1704.5,600,No,"Credit Score is too low, should be 640 or above"
972,973,7653.0,414.0,477.0,219.0,249376.0,22443.84,226932.16,1509.79,602,No,"Credit Score is too low, should be 640 or above"
973,974,8435.0,319.0,477.0,393.0,341330.0,17066.5,324263.5,1548.08,754,No,"DTI is high, should be 43 or less prefereably less than 28%"
974,975,2644.0,306.0,474.0,276.0,281183.0,59048.43,222134.57,1192.47,732,No,"DTI is high, should be 43 or less prefereably less than 28%"
975,976,5151.0,469.0,465.0,330.0,332989.0,43288.57,289700.43,1221.39,802,No,"DTI is high, should be 43 or less prefereably less than 28%"
976,977,3151.0,366.0,467.0,284.0,235726.0,42430.68,193295.32,1158.9,686,No,"DTI is high, should be 43 or less prefereably less than 28%"
977,978,8262.0,330.0,496.0,432.0,494237.0,49423.7,444813.3,2666.88,669,No,"DTI is high, should be 43 or less prefereably less than 28%"
978,979,8730.0,493.0,430.0,241.0,439821.0,48380.31,391440.69,2872.25,567,No,"Credit Score is too low, should be 640 or above"
979,980,2836.0,295.0,453.0,308.0,491284.0,58954.08,432329.92,1822.72,816,No,"DTI is high, should be 43 or less prefereably less than 28%"
980,981,4330.0,469.0,479.0,306.0,352122.0,84509.28,267612.72,1604.47,677,No,"DTI is high, should be 43 or less prefereably less than 28%"
981,982,8304.0,227.0,394.0,352.0,270425.0,51380.75,219044.25,1175.88,715,No,"DTI is high, should be 43 or less prefereably less than 28%"
982,983,4860.0,470.0,411.0,309.0,261570.0,70623.9,190946.1,1401.09,520,No,"Credit Score is too low, should be 640 or above"
983,984,8486.0,319.0,451.0,348.0,279978.0,30797.58,249180.42,1337.65,724,No,"DTI is high, should be 43 or less prefereably less than 28%"
984,985,7619.0,389.0,482.0,358.0,473438.0,80484.46,392953.54,2355.96,684,No,"DTI is high, should be 43 or less prefereably less than 28%"
985,986,7402.0,274.0,443.0,410.0,341204.0,34120.4,307083.6,2043.03,630,No,"Credit Score is too low, should be 640 or above"
986,987,8278.0,234.0,378.0,357.0,452184.0,45218.4,406965.6,2986.17,587,No,"Credit Score is too low, should be 640 or above"
987,988,7920.0,492.0,471.0,306.0,478098.0,109962.54,368135.46,2207.16,665,No,"DTI is high, should be 43 or less prefereably less than 28%"
988,989,3097.0,485.0,361.0,356.0,391289.0,105648.03,285640.97,1363.69,794,No,"DTI is high, should be 43 or less prefereably less than 28%"
989,990,4131.0,302.0,374.0,203.0,368791.0,40567.01,328223.99,1761.98,703,No,"DTI is high, should be 43 or less prefereably less than 28%"
990,991,3069.0,229.0,467.0,302.0,369898.0,48086.74,321811.26,1727.55,719,No,"DTI is high, should be 43 or less prefereably less than 28%"
991,992,5591.0,297.0,369.0,387.0,418790.0,25127.4,393662.6,2619.05,643,No,"DTI is high, should be 43 or less prefereably less than 28%"
992,993,7239.0,454.0,425.0,415.0,384971.0,84693.62,300277.38,2203.33,588,No,"Credit Score is too low, should be 640 or above"
993,994,3082.0,375.0,447.0,253.0,312790.0,68813.8,243976.2,1790.21,523,No,"Credit Score is too low, should be 640 or above"
994,995,3561.0,335.0,461.0,396.0,464798.0,69719.7,395078.3,2898.94,582,No,"Credit Score is too low, should be 640 or above"
995,996,7805.0,368.0,422.0,278.0,236860.0,23686.0,213174.0,1278.09,659,No,"DTI is high, should be 43 or less prefereably less than 28%"
996,997,5666.0,375.0,399.0,306.0,429370.0,30055.9,399314.1,2143.6,746,No,"DTI is high, should be 43 or less prefereably less than 28%"
997,998,8760.0,340.0,383.0,208.0,371174.0,85370.02,285803.98,1204.96,846,Yes,You pass all criteria
998,999,4010.0,303.0,408.0,447.0,416400.0,116592.0,299808.0,1609.43,744,No,"DTI is high, should be 43 or less prefereably less than 28%"
999,1000,7228.0,438.0,394.0,351.0,425111.0,46762.21,378348.79,2517.16,631,No,"Credit Score is too low, should be 640 or above"
1000,1001,8200.0,281.0,355.0,352.0,483962.0,58075.44,425886.56,3125.0,545,No,"Credit Score is too low, should be 640 or above"
1001,1002,5840.0,389.0,359.0,330.0,326503.0,62035.57,264467.43,1585.62,651,No,"DTI is high, should be 43 or less prefereably less than 28%"
1002,1003,3085.0,379.0,416.0,426.0,369881.0,18494.05,351386.95,2578.35,592,No,"Credit Score is too low, should be 640 or above"
1003,1004,6812.0,475.0,390.0,331.0,477406.0,76384.96,401021.04,2942.55,573,No,"Credit Score is too low, should be 640 or above"
1004,1005,8710.0,312.0,484.0,424.0,491190.0,137533.2,353656.8,1491.03,844,Yes,You pass all criteria
1005,1006,7271.0,237.0,366.0,288.0,472654.0,89804.26,382849.74,1614.11,835,No,"DTI is high, should be 43 or less prefereably less than 28%"
1006,1007,7863.0,423.0,408.0,407.0,410923.0,94512.29,316410.71,1510.59,770,Yes,You pass all criteria
1007,1008,7553.0,484.0,422.0,300.0,315821.0,15791.05,300029.95,2201.51,591,No,"Credit Score is too low, should be 640 or above"
1008,1009,2592.0,207.0,361.0,392.0,486741.0,48674.1,438066.9,1846.91,834,No,"DTI is high, should be 43 or less prefereably less than 28%"
1009,1010,3828.0,430.0,362.0,340.0,421852.0,42185.2,379666.8,2525.93,612,No,"Credit Score is too low, should be 640 or above"
1010,1011,3387.0,386.0,373.0,212.0,264710.0,37059.4,227650.6,1222.08,727,No,"DTI is high, should be 43 or less prefereably less than 28%"
1011,1012,9698.0,452.0,486.0,323.0,319689.0,19181.34,300507.66,2205.02,554,No,"Credit Score is too low, should be 640 or above"
1012,1013,3008.0,335.0,350.0,253.0,296005.0,59201.0,236804.0,1737.58,561,No,"Credit Score is too low, should be 640 or above"
1013,1014,4396.0,260.0,442.0,324.0,315098.0,59868.62,255229.38,1218.5,775,No,"DTI is high, should be 43 or less prefereably less than 28%"
1014,1015,5917.0,447.0,465.0,386.0,332774.0,49916.1,282857.9,1350.41,790,No,"DTI is high, should be 43 or less prefereably less than 28%"
1015,1016,3010.0,440.0,485.0,327.0,240290.0,14417.4,225872.6,1657.37,508,No,"Credit Score is too low, should be 640 or above"
1016,1017,5247.0,450.0,369.0,272.0,284960.0,48443.2,236516.8,1735.48,546,No,"Credit Score is too low, should be 640 or above"
1017,1018,9847.0,333.0,472.0,207.0,478256.0,38260.48,439995.52,2361.99,730,No,"DTI is high, should be 43 or less prefereably less than 28%"
1018,1019,9806.0,415.0,371.0,399.0,459773.0,32184.11,427588.89,3137.5,579,No,"Credit Score is too low, should be 640 or above"
1019,1020,7486.0,270.0,367.0,404.0,427887.0,42788.7,385098.3,2825.71,571,No,"Credit Score is too low, should be 640 or above"
1020,1021,5118.0,275.0,426.0,337.0,270196.0,70250.96,199945.04,1198.77,688,No,"DTI is high, should be 43 or less prefereably less than 28%"
1021,1022,2738.0,327.0,374.0,206.0,323881.0,77731.44,246149.56,1806.16,541,No,"Credit Score is too low, should be 640 or above"
1022,1023,7820.0,208.0,413.0,312.0,247756.0,32208.28,215547.72,1292.32,654,No,"DTI is high, should be 43 or less prefereably less than 28%"
1023,1024,5199.0,445.0,484.0,281.0,353827.0,53074.05,300752.95,2000.92,624,No,"Credit Score is too low, should be 640 or above"
1024,1025,5031.0,230.0,439.0,223.0,434284.0,112913.84,321370.16,1354.91,820,No,"DTI is high, should be 43 or less prefereably less than 28%"
1025,1026,8364.0,457.0,446.0,275.0,481531.0,134828.68,346702.32,2078.66,667,Yes,You pass all criteria
1026,1027,2408.0,247.0,351.0,325.0,391020.0,35191.8,355828.2,2133.37,799,No,"DTI is high, should be 43 or less prefereably less than 28%"
1027,1028,3359.0,357.0,491.0,419.0,387545.0,96886.25,290658.75,1387.65,778,No,"DTI is high, should be 43 or less prefereably less than 28%"
1028,1029,7412.0,239.0,487.0,216.0,282266.0,70566.5,211699.5,1408.44,608,No,"Credit Score is too low, should be 640 or above"
1029,1030,7572.0,382.0,486.0,286.0,413638.0,49636.56,364001.44,2421.71,650,No,"DTI is high, should be 43 or less prefereably less than 28%"
1030,1031,6002.0,370.0,392.0,206.0,497416.0,144250.64,353165.36,2117.4,675,No,"DTI is high, should be 43 or less prefereably less than 28%"
1031,1032,9707.0,457.0,469.0,336.0,244215.0,58611.6,185603.4,782.51,810,Yes,You pass all criteria
1032,1033,8986.0,231.0,470.0,314.0,233082.0,58270.5,174811.5,1163.03,630,No,"Credit Score is too low, should be 640 or above"
1033,1034,8044.0,344.0,447.0,386.0,435301.0,21765.05,413535.95,2479.36,655,No,"DTI is high, should be 43 or less prefereably less than 28%"
1034,1035,2417.0,378.0,381.0,345.0,450246.0,130571.34,319674.66,2345.66,584,No,"Credit Score is too low, should be 640 or above"
1035,1036,6487.0,316.0,368.0,406.0,408023.0,48962.76,359060.24,1513.81,833,No,"DTI is high, should be 43 or less prefereably less than 28%"
1036,1037,9095.0,341.0,469.0,266.0,352064.0,59850.88,292213.12,1751.97,679,No,"DTI is high, should be 43 or less prefereably less than 28%"
1037,1038,7910.0,235.0,458.0,312.0,365445.0,54816.75,310628.25,1482.99,795,No,"DTI is high, should be 43 or less prefereably less than 28%"
1038,1039,4598.0,343.0,363.0,409.0,246136.0,49227.2,196908.8,830.18,816,Yes,You pass all criteria
1039,1040,3575.0,299.0,467.0,256.0,377840.0,41562.4,336277.6,1605.44,766,No,"DTI is high, should be 43 or less prefereably less than 28%"
1040,1041,6856.0,277.0,496.0,364.0,435496.0,91454.16,344041.84,1846.89,730,No,"DTI is high, should be 43 or less prefereably less than 28%"
1041,1042,9118.0,266.0,374.0,304.0,328048.0,72170.56,255877.44,1534.11,669,Yes,You pass all criteria
1042,1043,3629.0,347.0,393.0,329.0,242155.0,46009.45,196145.55,1052.95,708,No,"DTI is high, should be 43 or less prefereably less than 28%"
1043,1044,5137.0,272.0,389.0,235.0,477647.0,33435.29,444211.71,2384.62,702,No,"DTI is high, should be 43 or less prefereably less than 28%"
1044,1045,2391.0,489.0,456.0,344.0,234215.0,21079.35,213135.65,1418.0,630,No,"Credit Score is too low, should be 640 or above"
1045,1046,7242.0,454.0,366.0,271.0,400503.0,64080.48,336422.52,2238.23,639,No,"Credit Score is too low, should be 640 or above"
1046,1047,8656.0,404.0,353.0,267.0,437608.0,83145.52,354462.48,2600.92,532,No,"Credit Score is too low, should be 640 or above"
1047,1048,6414.0,494.0,395.0,383.0,354059.0,35405.9,318653.1,2338.16,564,No,"Credit Score is too low, should be 640 or above"
1048,1049,3486.0,413.0,379.0,358.0,246407.0,56673.61,189733.39,1137.55,695,No,"DTI is high, should be 43 or less prefereably less than 28%"
1049,1050,4487.0,276.0,493.0,442.0,454995.0,100098.9,354896.1,1905.16,732,No,"DTI is high, should be 43 or less prefereably less than 28%"
1050,1051,7092.0,206.0,361.0,427.0,461502.0,50765.22,410736.78,1960.92,764,No,"DTI is high, should be 43 or less prefereably less than 28%"
1051,1052,9718.0,262.0,436.0,252.0,405600.0,56784.0,348816.0,2091.33,686,No,"DTI is high, should be 43 or less prefereably less than 28%"
1052,1053,6324.0,396.0,457.0,410.0,341566.0,20493.96,321072.04,1532.85,786,No,"DTI is high, should be 43 or less prefereably less than 28%"
1053,1054,2784.0,285.0,447.0,279.0,427156.0,106789.0,320367.0,1350.68,826,No,"DTI is high, should be 43 or less prefereably less than 28%"
1054,1055,2653.0,380.0,438.0,444.0,433515.0,39016.35,394498.65,2894.69,584,No,"Credit Score is too low, should be 640 or above"
1055,1056,4346.0,253.0,359.0,332.0,375172.0,26262.04,348909.96,1873.02,708,No,"DTI is high, should be 43 or less prefereably less than 28%"
1056,1057,9215.0,438.0,420.0,269.0,361857.0,68752.83,293104.17,2150.69,507,No,"Credit Score is too low, should be 640 or above"
1057,1058,4782.0,466.0,396.0,248.0,316547.0,56978.46,259568.54,1904.62,574,No,"Credit Score is too low, should be 640 or above"
1058,1059,8009.0,441.0,423.0,417.0,268839.0,64521.36,204317.64,1499.21,590,No,"Credit Score is too low, should be 640 or above"
1059,1060,3378.0,446.0,474.0,309.0,442858.0,66428.7,376429.3,1587.04,841,No,"DTI is high, should be 43 or less prefereably less than 28%"
1060,1061,5622.0,286.0,447.0,294.0,388133.0,93151.92,294981.08,1243.65,839,Yes,You pass all criteria
1061,1062,3273.0,411.0,433.0,344.0,498861.0,109749.42,389111.58,2088.84,730,No,"DTI is high, should be 43 or less prefereably less than 28%"
1062,1063,5319.0,297.0,437.0,209.0,273752.0,54750.4,219001.6,923.32,835,Yes,You pass all criteria
1063,1064,3808.0,322.0,434.0,271.0,324592.0,51934.72,272657.28,2000.66,562,No,"Credit Score is too low, should be 640 or above"
1064,1065,3803.0,254.0,428.0,305.0,397292.0,99323.0,297969.0,1422.55,761,No,"DTI is high, should be 43 or less prefereably less than 28%"
1065,1066,6677.0,455.0,454.0,428.0,261607.0,23544.63,238062.37,1136.55,778,No,"DTI is high, should be 43 or less prefereably less than 28%"
1066,1067,3089.0,209.0,383.0,439.0,368873.0,47953.49,320919.51,2135.09,640,No,"Credit Score is too low, should be 640 or above"
1067,1068,4568.0,294.0,391.0,258.0,314236.0,43993.04,270242.96,1139.36,845,No,"DTI is high, should be 43 or less prefereably less than 28%"
1068,1069,4005.0,291.0,453.0,312.0,312496.0,87498.88,224997.12,948.6,817,No,"DTI is high, should be 43 or less prefereably less than 28%"
1069,1070,4292.0,363.0,377.0,298.0,230646.0,36903.36,193742.64,1421.61,530,No,"Credit Score is too low, should be 640 or above"
1070,1071,6483.0,322.0,458.0,355.0,259409.0,38911.35,220497.65,1183.68,710,No,"DTI is high, should be 43 or less prefereably less than 28%"
1071,1072,7899.0,244.0,437.0,285.0,287669.0,63287.18,224381.82,1204.53,721,Yes,You pass all criteria
1072,1073,5618.0,442.0,372.0,379.0,267621.0,77610.09,190010.91,1020.02,714,Yes,You pass all criteria
1073,1074,2557.0,311.0,399.0,372.0,254724.0,35661.36,219062.64,1175.98,729,No,"DTI is high, should be 43 or less prefereably less than 28%"
1074,1075,2740.0,456.0,485.0,317.0,251184.0,30142.08,221041.92,1186.6,700,No,"DTI is high, should be 43 or less prefereably less than 28%"
1075,1076,8446.0,487.0,495.0,217.0,454995.0,22749.75,432245.25,2591.53,689,No,"DTI is high, should be 43 or less prefereably less than 28%"
1076,1077,3681.0,424.0,495.0,348.0,251903.0,22671.27,229231.73,1525.08,623,No,"Credit Score is too low, should be 640 or above"
1077,1078,2804.0,202.0,410.0,440.0,450480.0,108115.2,342364.8,1837.89,738,No,"DTI is high, should be 43 or less prefereably less than 28%"
1078,1079,3153.0,304.0,455.0,298.0,396912.0,51598.56,345313.44,1455.86,810,No,"DTI is high, should be 43 or less prefereably less than 28%"
1079,1080,5342.0,342.0,472.0,381.0,257990.0,51598.0,206392.0,1237.42,656,No,"DTI is high, should be 43 or less prefereably less than 28%"
1080,1081,4688.0,454.0,446.0,382.0,487528.0,97505.6,390022.4,1644.35,821,No,"DTI is high, should be 43 or less prefereably less than 28%"
1081,1082,6230.0,239.0,399.0,250.0,260781.0,31293.72,229487.28,1683.9,510,No,"Credit Score is too low, should be 640 or above"
1082,1083,5320.0,357.0,401.0,413.0,479173.0,43125.57,436047.43,3199.56,559,No,"Credit Score is too low, should be 640 or above"
1083,1084,4315.0,418.0,375.0,267.0,348366.0,31352.94,317013.06,1513.47,774,No,"DTI is high, should be 43 or less prefereably less than 28%"
1084,1085,8181.0,225.0,419.0,370.0,384393.0,38439.3,345953.7,2538.49,598,No,"Credit Score is too low, should be 640 or above"
1085,1086,5011.0,429.0,495.0,203.0,290000.0,34800.0,255200.0,1075.93,801,No,"DTI is high, should be 43 or less prefereably less than 28%"
1086,1087,8249.0,270.0,480.0,202.0,414201.0,95266.23,318934.77,2340.23,563,No,"Credit Score is too low, should be 640 or above"
1087,1088,5245.0,306.0,442.0,231.0,256933.0,51386.6,205546.4,1508.23,599,No,"Credit Score is too low, should be 640 or above"
1088,1089,7922.0,229.0,381.0,206.0,487746.0,78039.36,409706.64,3006.28,563,No,"Credit Score is too low, should be 640 or above"
1089,1090,3679.0,457.0,445.0,261.0,309660.0,74318.4,235341.6,1410.99,682,No,"DTI is high, should be 43 or less prefereably less than 28%"
1090,1091,8250.0,405.0,472.0,350.0,299466.0,41925.24,257540.76,1889.74,537,No,"Credit Score is too low, should be 640 or above"
1091,1092,4239.0,322.0,470.0,366.0,474826.0,104461.72,370364.28,1988.2,722,No,"DTI is high, should be 43 or less prefereably less than 28%"
1092,1093,9656.0,444.0,467.0,376.0,331231.0,66246.2,264984.8,1422.5,742,Yes,You pass all criteria
1093,1094,3867.0,309.0,470.0,448.0,446108.0,22305.4,423802.6,2819.57,610,No,"Credit Score is too low, should be 640 or above"
1094,1095,6392.0,365.0,426.0,376.0,337631.0,50644.65,286986.35,1370.12,763,No,"DTI is high, should be 43 or less prefereably less than 28%"
1095,1096,5744.0,465.0,480.0,236.0,305774.0,85616.72,220157.28,1051.06,699,Yes,You pass all criteria
1096,1097,5192.0,337.0,372.0,323.0,423035.0,114219.45,308815.55,2054.56,605,No,"Credit Score is too low, should be 640 or above"
1097,1098,9931.0,406.0,415.0,388.0,436215.0,65432.25,370782.75,2223.03,694,No,"DTI is high, should be 43 or less prefereably less than 28%"
1098,1099,9189.0,223.0,475.0,402.0,350751.0,91195.26,259555.74,1726.83,628,No,"Credit Score is too low, should be 640 or above"
1099,1100,7762.0,251.0,437.0,348.0,340023.0,98606.67,241416.33,1017.82,817,Yes,You pass all criteria
1100,1101,4605.0,318.0,407.0,254.0,424596.0,67935.36,356660.64,2617.05,536,No,"Credit Score is too low, should be 640 or above"
1101,1102,2498.0,282.0,426.0,308.0,431055.0,21552.75,409502.25,2198.3,716,No,"DTI is high, should be 43 or less prefereably less than 28%"
1102,1103,8885.0,489.0,350.0,438.0,381411.0,83910.42,297500.58,1783.67,681,Yes,You pass all criteria
1103,1104,7234.0,390.0,416.0,229.0,457709.0,96118.89,361590.11,1524.48,825,Yes,You pass all criteria
1104,1105,8143.0,236.0,382.0,255.0,330535.0,62801.65,267733.35,1437.25,713,No,"DTI is high, should be 43 or less prefereably less than 28%"
1105,1106,6928.0,454.0,483.0,336.0,317748.0,54017.16,263730.84,1935.16,506,No,"Credit Score is too low, should be 640 or above"
1106,1107,5523.0,317.0,477.0,234.0,497998.0,104579.58,393418.42,2886.76,557,No,"Credit Score is too low, should be 640 or above"
1107,1108,5185.0,439.0,365.0,364.0,425830.0,93682.6,332147.4,2209.78,630,No,"Credit Score is too low, should be 640 or above"
1108,1109,7487.0,447.0,494.0,392.0,266061.0,15963.66,250097.34,1342.58,707,No,"DTI is high, should be 43 or less prefereably less than 28%"
1109,1110,9493.0,216.0,365.0,337.0,403822.0,36343.98,367478.02,2696.42,535,No,"Credit Score is too low, should be 640 or above"
1110,1111,6482.0,428.0,420.0,407.0,389791.0,54570.74,335220.26,2459.73,547,No,"Credit Score is too low, should be 640 or above"
1111,1112,3294.0,411.0,359.0,229.0,371812.0,48335.56,323476.44,1363.79,807,No,"DTI is high, should be 43 or less prefereably less than 28%"
1112,1113,7519.0,281.0,439.0,208.0,302814.0,66619.08,236194.92,1571.41,613,No,"Credit Score is too low, should be 640 or above"
1113,1114,4876.0,270.0,465.0,254.0,412175.0,74191.5,337983.5,2248.61,613,No,"Credit Score is too low, should be 640 or above"
1114,1115,8300.0,282.0,454.0,366.0,485408.0,67957.12,417450.88,3063.11,570,No,"Credit Score is too low, should be 640 or above"
1115,1116,7069.0,415.0,397.0,406.0,498211.0,69749.54,428461.46,2568.84,681,No,"DTI is high, should be 43 or less prefereably less than 28%"
1116,1117,8005.0,438.0,367.0,243.0,359726.0,61153.42,298572.58,2190.82,590,No,"Credit Score is too low, should be 640 or above"
1117,1118,3469.0,253.0,376.0,334.0,239870.0,35980.5,203889.5,1094.52,726,No,"DTI is high, should be 43 or less prefereably less than 28%"
1118,1119,5788.0,229.0,424.0,330.0,315985.0,31598.5,284386.5,1198.98,818,No,"DTI is high, should be 43 or less prefereably less than 28%"
1119,1120,8512.0,230.0,390.0,387.0,282122.0,81815.38,200306.62,956.29,768,Yes,You pass all criteria
1120,1121,3434.0,225.0,450.0,290.0,388461.0,77692.2,310768.8,1668.27,707,No,"DTI is high, should be 43 or less prefereably less than 28%"
1121,1122,2840.0,359.0,428.0,449.0,475084.0,47508.4,427575.6,2041.31,770,No,"DTI is high, should be 43 or less prefereably less than 28%"
1122,1123,7341.0,316.0,375.0,359.0,309007.0,37080.84,271926.16,1995.3,515,No,"Credit Score is too low, should be 640 or above"
1123,1124,8670.0,315.0,493.0,226.0,446273.0,22313.65,423959.35,3110.86,595,No,"Credit Score is too low, should be 640 or above"
1124,1125,4861.0,253.0,461.0,261.0,240021.0,52804.62,187216.38,1245.56,643,No,"DTI is high, should be 43 or less prefereably less than 28%"
1125,1126,5512.0,245.0,416.0,356.0,319616.0,83100.16,236515.84,1129.16,774,Yes,You pass all criteria
1126,1127,7090.0,282.0,444.0,242.0,440838.0,26450.28,414387.72,1978.35,794,No,"DTI is high, should be 43 or less prefereably less than 28%"
1127,1128,4341.0,445.0,361.0,244.0,422846.0,71883.82,350962.18,2575.24,513,No,"Credit Score is too low, should be 640 or above"
1128,1129,2464.0,474.0,365.0,266.0,284394.0,25595.46,258798.54,1898.97,598,No,"Credit Score is too low, should be 640 or above"
1129,1130,7445.0,304.0,472.0,278.0,452987.0,90597.4,362389.6,1527.85,827,Yes,You pass all criteria
1130,1131,9613.0,238.0,364.0,394.0,347843.0,93917.61,253925.39,1070.56,844,Yes,You pass all criteria
1131,1132,2771.0,434.0,350.0,376.0,339214.0,23744.98,315469.02,2098.82,605,No,"Credit Score is too low, should be 640 or above"
1132,1133,6580.0,488.0,363.0,334.0,298197.0,41747.58,256449.42,1376.68,718,No,"DTI is high, should be 43 or less prefereably less than 28%"
1133,1134,9033.0,323.0,445.0,332.0,418380.0,41838.0,376542.0,1797.67,785,No,"DTI is high, should be 43 or less prefereably less than 28%"
1134,1135,2168.0,287.0,490.0,410.0,248638.0,19891.04,228746.96,1678.46,534,No,"Credit Score is too low, should be 640 or above"
1135,1136,9711.0,241.0,360.0,315.0,484970.0,135791.6,349178.4,1874.47,722,Yes,You pass all criteria
1136,1137,5569.0,326.0,442.0,334.0,328160.0,91884.8,236275.2,1733.7,556,No,"Credit Score is too low, should be 640 or above"
1137,1138,5358.0,330.0,484.0,312.0,243215.0,46210.85,197004.15,1445.55,541,No,"Credit Score is too low, should be 640 or above"
1138,1139,3019.0,486.0,440.0,276.0,270939.0,65025.36,205913.64,983.06,766,No,"DTI is high, should be 43 or less prefereably less than 28%"
1139,1140,2867.0,286.0,467.0,242.0,391696.0,70505.28,321190.72,2136.89,639,No,"Credit Score is too low, should be 640 or above"
1140,1141,2530.0,385.0,494.0,428.0,443276.0,53193.12,390082.88,2862.29,570,No,"Credit Score is too low, should be 640 or above"
1141,1142,5279.0,276.0,445.0,376.0,431994.0,51839.28,380154.72,2789.44,525,No,"Credit Score is too low, should be 640 or above"
1142,1143,8079.0,338.0,469.0,239.0,247129.0,59310.96,187818.04,1126.06,696,Yes,You pass all criteria
1143,1144,8531.0,378.0,380.0,441.0,460472.0,32233.04,428238.96,2567.51,690,No,"DTI is high, should be 43 or less prefereably less than 28%"
1144,1145,3786.0,329.0,408.0,284.0,355488.0,95981.76,259506.24,1904.16,549,No,"Credit Score is too low, should be 640 or above"
